feeder,tag,start,end,event,event_id,time_diff_pre,JID,year,visit_duration,perch,site,position,day,time,hour,rings,sex,partnerID,box,motherID,fatherID,age,position_year,pre_JID,pre_start,pre_end,this_start,this_end,pre_event_id,next_JID,next_start,next_end,time_diff_next,next_event_id,self_follow,parent,age_24,JID_position,JID_position_year,dual_juv,dual_juv_parent,visit_no,day_ringed,motherID_position_year,fatherID_position_year,mother_position_first,father_position_first,mother_days_before,father_days_before,motherID_year,mother_visit_no_total,fatherID_year,father_visit_no_total,mother_feeder_use,father_feeder_use,parent_feeder_use,pre_age24,pre_age,pre_JID_position_year,pre_first_day,pre_days_before,juv_juv,pre_dual_event_key,day_ringed_z
Y1.1,01148A530D,04/07/2024 10:06,04/07/2024 10:06,24191,Y1.1 2024-07-04 10:06:31.598 J5769,21.82700014,J5769,2024,18.5060000419617s,primary,Y,Y1,186,06:31.6,10,MVWYZ,NA,NA,Y33,J3096,J2801,1,Y1_2024,J4998,04/07/2024 10:06,04/07/2024 10:06,04/07/2024 10:06,04/07/2024 10:06,Y1.1 2024-07-04 10:06:09.770 J4998,J3679,04/07/2024 10:06,04/07/2024 10:07,0,Y1.1 2024-07-04 10:06:50.104 J3679,not self,0,1,J5769_Y1,J5769_Y1_2024,1,1,42,155,J3096_Y1_2024,J2801_Y1_2024,177,173,9,13,J3096_2024,NA,J2801_2024,NA,2,2,4,4,4,J4998_Y1_2024,174,12,no_juv_juv,solo_event,0.688320602
Y3.1,01148A530D,01/07/2024 06:12,01/07/2024 06:12,20453,Y3.1 2024-07-01 06:12:06.944 J5769,0,J5769,2024,0s,primary,Y,Y3,183,12:06.9,6,MVWYZ,NA,NA,Y33,J3096,J2801,1,Y3_2024,J2801,01/07/2024 06:09,01/07/2024 06:12,01/07/2024 06:12,01/07/2024 06:12,Y3.1 2024-07-01 06:09:52.380 J2801,J2801,01/07/2024 06:12,01/07/2024 06:12,8.328999996,Y3.1 2024-07-01 06:12:15.273 J2801,not self,1,1,J5769_Y3,J5769_Y3_2024,1,2,3,155,J3096_Y3_2024,J2801_Y3_2024,168,159,15,24,J3096_2024,NA,J2801_2024,NA,2,2,4,7,7,J2801_Y3_2024,159,24,no_juv_juv,solo_event,0.688320602
Z2.1,01148A530D,12/07/2024 16:08,12/07/2024 16:09,8564,Z2.1 2024-07-12 16:08:12.987 J5769,394.8629999,J5769,2024,58.7520003318787s,primary,Z,Z2,194,08:13.0,16,MVWYZ,NA,NA,Y33,J3096,J2801,1,Z2_2024,J3714,12/07/2024 16:01,12/07/2024 16:01,12/07/2024 16:08,12/07/2024 16:09,Z2.1 2024-07-12 16:01:18.203 J3714,J5769,12/07/2024 16:09,12/07/2024 16:09,10.86699986,Z2.1 2024-07-12 16:09:22.608 J5769,not self,0,1,J5769_Z2,J5769_Z2_2024,1,1,9,155,J3096_Z2_2024,J2801_Z2_2024,NA,NA,NA,NA,J3096_2024,NA,J2801_2024,NA,0,0,0,5,5,J3714_Z2_2024,129,65,no_juv_juv,solo_event,0.688320602
Y2.1,01148B0203,28/06/2024 06:07,28/06/2024 06:08,40934,Y2.1 2024-06-28 06:07:30.105 J5774,9.200999975,J5774,2024,78.1329998970032s (~1.3 minutes),primary,Y,Y2,180,07:30.1,6,MVGZO,NA,NA,Z11,J1964,J595,1,Y2_2024,J664,28/06/2024 06:06,28/06/2024 06:07,28/06/2024 06:07,28/06/2024 06:08,Y2.1 2024-06-28 06:06:27.914 J664,J664,28/06/2024 06:11,28/06/2024 06:12,148.4860001,Y2.1 2024-06-28 06:11:16.723 J664,not self,0,1,J5774_Y2,J5774_Y2_2024,0,0,3,154,J1964_Y2_2024,J595_Y2_2024,172,173,8,7,J1964_2024,NA,J595_2024,NA,2,2,4,11,11,J664_Y2_2024,172,8,no_juv_juv,solo_event,0.401895253
Z2.1,01148AA38E,13/07/2024 13:12,13/07/2024 13:12,9708,Z2.1 2024-07-13 13:12:08.217 J5778,0.927999973,J5778,2024,10.7420001029968s,primary,Z,Z2,195,12:08.2,13,MVOBZ,NA,NA,Z23,J2500,J2168,1,Z2_2024,J2168,13/07/2024 13:12,13/07/2024 13:12,13/07/2024 13:12,13/07/2024 13:12,Z2.1 2024-07-13 13:12:05.240 J2168,J1627,13/07/2024 13:17,13/07/2024 13:17,301.4749999,Z2.1 2024-07-13 13:17:20.434 J1627,not self,1,1,J5778_Z2,J5778_Z2_2024,1,2,1,155,J2500_Z2_2024,J2168_Z2_2024,NA,129,NA,66,J2500_2024,NA,J2168_2024,NA,0,2,2,8,8,J2168_Z2_2024,129,66,no_juv_juv,solo_event,0.688320602
Z6.1,01148AA38E,13/07/2024 16:29,13/07/2024 16:29,113334,Z6.1 2024-07-13 16:29:28.229 J5778,164999.439,J5778,2024,14.7189998626709s,primary,Z,Z6,195,29:28.2,16,MVOBZ,NA,NA,Z23,J2500,J2168,1,Z6_2024,J990,11/07/2024 18:39,11/07/2024 18:39,13/07/2024 16:29,13/07/2024 16:29,Z6.1 2024-07-11 18:39:05.628 J990,J5967,14/07/2024 06:07,14/07/2024 06:07,49037.207,Z6.1 2024-07-14 06:07:00.154 J5967,not self,0,1,J5778_Z6,J5778_Z6_2024,1,1,1,155,J2500_Z6_2024,J2168_Z6_2024,NA,130,NA,65,J2500_2024,NA,J2168_2024,NA,0,2,2,10,10,J990_Z6_2024,135,60,no_juv_juv,solo_event,0.688320602
Y1.1,01148A7B4E,19/07/2024 17:07,19/07/2024 17:07,27002,Y1.1 2024-07-19 17:07:26.224 J5792,929.5869999,J5792,2024,2.05000019073486s,primary,Y,Y1,201,07:26.2,17,MVYZO,NA,NA,Y03,J3283,J4666,1,Y1_2024,J5503,19/07/2024 16:51,19/07/2024 16:51,19/07/2024 17:07,19/07/2024 17:07,Y1.1 2024-07-19 16:51:50.268 J5503,J3679,19/07/2024 17:49,19/07/2024 17:49,2496.302,Y1.1 2024-07-19 17:49:04.578 J3679,not self,0,1,J5792_Y1,J5792_Y1_2024,0,0,1,155,J3283_Y1_2024,J4666_Y1_2024,NA,NA,NA,NA,J3283_2024,NA,J4666_2024,NA,0,0,0,4,4,J5503_Y1_2024,178,23,no_juv_juv,solo_event,0.688320602
Y1.1,01148B16AA,19/07/2024 09:04,19/07/2024 09:04,26838,Y1.1 2024-07-19 09:04:39.835 J5793,0.604000092,J5793,2024,14.635999917984s,primary,Y,Y1,201,04:39.8,9,MVOZGZ,NA,NA,Y05,J4954,J516,1,Y1_2024,J4951,19/07/2024 09:04,19/07/2024 09:04,19/07/2024 09:04,19/07/2024 09:04,Y1.1 2024-07-19 09:04:10.570 J4951,J5793,19/07/2024 09:05,19/07/2024 09:05,19.43700004,Y1.1 2024-07-19 09:05:13.907 J5793,not self,0,1,J5793_Y1,J5793_Y1_2024,0,0,3,156,J4954_Y1_2024,J516_Y1_2024,12,NA,189,NA,J4954_2024,NA,J516_2024,NA,2,0,2,3,3,J4951_Y1_2024,195,6,no_juv_juv,solo_event,0.97474595
Y2.1,01148B16AA,13/07/2024 07:25,13/07/2024 07:26,49111,Y2.1 2024-07-13 07:25:16.316 J5793,220.3889999,J5793,2024,56.0920000076294s,primary,Y,Y2,195,25:16.3,7,MVOZGZ,NA,NA,Y05,J4954,J516,1,Y2_2024,J4126,13/07/2024 07:20,13/07/2024 07:21,13/07/2024 07:25,13/07/2024 07:26,Y2.1 2024-07-13 07:20:27.907 J4126,J5793,13/07/2024 07:26,13/07/2024 07:27,23.14400005,Y2.1 2024-07-13 07:26:35.552 J5793,not self,0,1,J5793_Y2,J5793_Y2_2024,0,0,68,156,J4954_Y2_2024,J516_Y2_2024,137,141,58,54,J4954_2024,NA,J516_2024,NA,2,2,4,4,4,J4126_Y2_2024,138,57,no_juv_juv,solo_event,0.97474595
Y1.1,01131300D2,10/07/2024 08:06,10/07/2024 08:06,24745,Y1.1 2024-07-10 08:06:16.562 J5803,5.763000011,J5803,2024,4.35700011253357s,primary,Y,Y1,192,06:16.6,8,MVYZOZ,NA,NA,Y31,J4601,J5645B,1,Y1_2024,J4601,10/07/2024 08:05,10/07/2024 08:06,10/07/2024 08:06,10/07/2024 08:06,Y1.1 2024-07-10 08:05:11.434 J4601,J4044,10/07/2024 08:10,10/07/2024 08:10,241.789,Y1.1 2024-07-10 08:10:22.709 J4044,not self,1,1,J5803_Y1,J5803_Y1_2024,1,2,22,156,J4601_Y1_2024,J5645B_Y1_2024,175,170,17,22,J4601_2024,NA,J5645B_2024,NA,2,2,4,3,3,J4601_Y1_2024,175,17,no_juv_juv,solo_event,0.97474595
Z2.1,01131300D2,09/07/2024 17:05,09/07/2024 17:05,6212,Z2.1 2024-07-09 17:05:15.670 J5803,81.27600002,J5803,2024,17.2969999313354s,primary,Z,Z2,191,05:15.7,17,MVYZOZ,NA,NA,Y31,J4601,J5645B,1,Z2_2024,J4601,09/07/2024 17:03,09/07/2024 17:03,09/07/2024 17:05,09/07/2024 17:05,Z2.1 2024-07-09 17:03:50.233 J4601,J5803,09/07/2024 17:05,09/07/2024 17:06,12.88100004,Z2.1 2024-07-09 17:05:45.848 J5803,not self,1,1,J5803_Z2,J5803_Z2_2024,1,2,15,156,J4601_Z2_2024,J5645B_Z2_2024,132,129,59,62,J4601_2024,NA,J5645B_2024,NA,2,2,4,3,3,J4601_Z2_2024,132,59,no_juv_juv,solo_event,0.97474595
Y1.1,01148A6013,01/07/2024 06:10,01/07/2024 06:10,23544,Y1.1 2024-07-01 06:10:29.200 J5804,79.579,J5804,2024,6.10999989509583s,primary,Y,Y1,183,10:29.2,6,MBZBG,NA,NA,Y32,J1046,J1529,1,Y1_2024,J3369,01/07/2024 06:08,01/07/2024 06:09,01/07/2024 06:10,01/07/2024 06:10,Y1.1 2024-07-01 06:08:58.516 J3369,J3096,01/07/2024 06:10,01/07/2024 06:12,2.295000076,Y1.1 2024-07-01 06:10:37.605 J3096,not self,0,1,J5804_Y1,J5804_Y1_2024,1,1,4,157,J1046_Y1_2024,J1529_Y1_2024,14,13,169,170,J1046_2024,NA,J1529_2024,NA,2,2,4,6,6,J3369_Y1_2024,171,12,no_juv_juv,solo_event,1.261171299
Y3.1,01148A6013,01/07/2024 05:33,01/07/2024 05:33,20418,Y3.1 2024-07-01 05:33:37.874 J5804,0,J5804,2024,6.98199987411499s,primary,Y,Y3,183,33:37.9,5,MBZBG,NA,NA,Y32,J1046,J1529,1,Y3_2024,J1529,01/07/2024 05:31,01/07/2024 05:33,01/07/2024 05:33,01/07/2024 05:33,Y3.1 2024-07-01 05:31:16.605 J1529,J1046,01/07/2024 05:33,01/07/2024 05:35,0,Y3.1 2024-07-01 05:33:44.855 J1046,not self,1,1,J5804_Y3,J5804_Y3_2024,1,2,7,157,J1046_Y3_2024,J1529_Y3_2024,137,159,46,24,J1046_2024,NA,J1529_2024,NA,2,2,4,10,10,J1529_Y3_2024,159,24,no_juv_juv,solo_event,1.261171299
Z2.1,01148A8FB8,18/07/2024 17:55,18/07/2024 17:55,12386,Z2.1 2024-07-18 17:55:17.121 J5806,330.408,J5806,2024,8.38300013542175s,primary,Z,Z2,200,55:17.1,17,MBZRY,NA,NA,Z15,J2375,J1631,1,Z2_2024,J4747,18/07/2024 17:49,18/07/2024 17:49,18/07/2024 17:55,18/07/2024 17:55,Z2.1 2024-07-18 17:49:37.486 J4747,J5806,18/07/2024 17:55,18/07/2024 17:56,15.83500004,Z2.1 2024-07-18 17:55:41.340 J5806,not self,0,1,J5806_Z2,J5806_Z2_2024,0,0,6,157,J2375_Z2_2024,J1631_Z2_2024,61,55,139,145,J2375_2024,NA,J1631_2024,NA,2,2,4,3,3,J4747_Z2_2024,62,138,no_juv_juv,solo_event,1.261171299
Y1.1,01148AE451,26/07/2024 11:17,26/07/2024 11:18,32879,Y1.1 2024-07-26 11:17:35.667 J5809,211.2349999,J5809,2024,31.6150000095367s,primary,Y,Y1,208,17:35.7,11,MBZBZG,NA,NA,Z24,J5938,J5986,1,Y1_2024,J2124,26/07/2024 11:14,26/07/2024 11:14,26/07/2024 11:17,26/07/2024 11:18,Y1.1 2024-07-26 11:14:04.432 J2124,J1368,26/07/2024 11:18,26/07/2024 11:19,33.02799988,Y1.1 2024-07-26 11:18:40.309 J1368,not self,0,1,J5809_Y1,J5809_Y1_2024,0,0,3,157,J5938_Y1_2024,J5986_Y1_2024,NA,NA,NA,NA,J5938_2024,NA,J5986_2024,NA,0,0,0,8,8,J2124_Y1_2024,14,194,no_juv_juv,solo_event,1.261171299
Z2.1,01148AFF8F,13/07/2024 12:19,13/07/2024 12:19,9660,Z2.1 2024-07-13 12:19:20.894 J5811,1524.05,J5811,2024,8.38500022888184s,primary,Z,Z2,195,19:20.9,12,MVGZGZ,NA,NA,Z41,J164,J831,1,Z2_2024,J4747,13/07/2024 11:53,13/07/2024 11:53,13/07/2024 12:19,13/07/2024 12:19,Z2.1 2024-07-13 11:53:48.164 J4747,J5697,13/07/2024 12:45,13/07/2024 12:45,1537.265,Z2.1 2024-07-13 12:45:06.546 J5697,not self,0,1,J5811_Z2,J5811_Z2_2024,0,0,3,156,J164_Z2_2024,J831_Z2_2024,59,54,136,141,J164_2024,NA,J831_2024,NA,2,2,4,3,3,J4747_Z2_2024,62,133,no_juv_juv,solo_event,0.97474595
Z6.1,01148AFF8F,02/08/2024 06:20,02/08/2024 06:20,113475,Z6.1 2024-08-02 06:20:00.151 J5811,216239.862,J5811,2024,0s,primary,Z,Z6,215,20:00.2,6,MVGZGZ,NA,NA,Z41,J164,J831,1,Z6_2024,J3702,30/07/2024 18:16,30/07/2024 18:16,02/08/2024 06:20,02/08/2024 06:20,Z6.1 2024-07-30 18:16:00.289 J3702,NA,NA,NA,NA,NA,not self,0,1,J5811_Z6,J5811_Z6_2024,0,0,1,156,J164_Z6_2024,J831_Z6_2024,142,130,73,85,J164_2024,NA,J831_2024,NA,2,2,4,5,5,J3702_Z6_2024,209,6,no_juv_juv,solo_event,0.97474595
Y2.1,01148ACC88,29/06/2024 17:03,29/06/2024 17:03,41555,Y2.1 2024-06-29 17:03:27.491 J5821,0.001000166,J5821,2024,5.13699984550476s,primary,Y,Y2,181,03:27.5,17,MVYZYZ,NA,NA,Y31,J4601,J5645B,1,Y2_2024,J5645B,29/06/2024 17:03,29/06/2024 17:03,29/06/2024 17:03,29/06/2024 17:03,Y2.1 2024-06-29 17:03:25.391 J5645B,J5645B,29/06/2024 17:03,29/06/2024 17:04,9.753999949,Y2.1 2024-06-29 17:03:42.381 J5645B,not self,1,1,J5821_Y2,J5821_Y2_2024,1,2,1,156,J4601_Y2_2024,J5645B_Y2_2024,179,181,2,0,J4601_2024,NA,J5645B_2024,NA,2,2,4,3,3,J5645B_Y2_2024,181,0,no_juv_juv,solo_event,0.97474595
Y3.1,01148ACC88,10/07/2024 07:21,10/07/2024 07:22,22905,Y3.1 2024-07-10 07:21:41.440 J5821,10.43700004,J5821,2024,21.0529999732971s,primary,Y,Y3,192,21:41.4,7,MVYZYZ,NA,NA,Y31,J4601,J5645B,1,Y3_2024,J5645B,10/07/2024 07:21,10/07/2024 07:21,10/07/2024 07:21,10/07/2024 07:22,Y3.1 2024-07-10 07:21:18.394 J5645B,J5821,10/07/2024 07:22,10/07/2024 07:22,18.50099993,Y3.1 2024-07-10 07:22:20.993 J5821,not self,1,1,J5821_Y3,J5821_Y3_2024,1,2,6,156,J4601_Y3_2024,J5645B_Y3_2024,138,159,54,33,J4601_2024,NA,J5645B_2024,NA,2,2,4,3,3,J5645B_Y3_2024,159,33,no_juv_juv,solo_event,0.97474595
Z2.1,01148ACC88,12/07/2024 18:08,12/07/2024 18:10,8698,Z2.1 2024-07-12 18:08:15.164 J5821,277.0089998,J5821,2024,142.116000175476s (~2.37 minutes),primary,Z,Z2,194,08:15.2,18,MVYZYZ,NA,NA,Y31,J4601,J5645B,1,Z2_2024,J4747,12/07/2024 18:03,12/07/2024 18:03,12/07/2024 18:08,12/07/2024 18:10,Z2.1 2024-07-12 18:03:32.756 J4747,J1001,12/07/2024 18:13,12/07/2024 18:14,186.5039999,Z2.1 2024-07-12 18:13:43.786 J1001,not self,0,1,J5821_Z2,J5821_Z2_2024,1,1,15,156,J4601_Z2_2024,J5645B_Z2_2024,132,129,62,65,J4601_2024,NA,J5645B_2024,NA,2,2,4,3,3,J4747_Z2_2024,62,132,no_juv_juv,solo_event,0.97474595
Z2.1,01148A9C56,05/07/2024 13:03,05/07/2024 13:05,2547,Z2.1 2024-07-05 13:03:57.304 J5824,13.00099993,J5824,2024,110.167999982834s (~1.84 minutes),primary,Z,Z2,187,03:57.3,13,MVOYZ,NA,NA,Z10,J42,J1351,1,Z2_2024,J42,05/07/2024 13:01,05/07/2024 13:03,05/07/2024 13:03,05/07/2024 13:05,Z2.1 2024-07-05 13:01:49.003 J42,J42,05/07/2024 13:06,05/07/2024 13:06,14.08899999,Z2.1 2024-07-05 13:06:01.562 J42,not self,1,1,J5824_Z2,J5824_Z2_2024,1,2,9,156,J42_Z2_2024,J1351_Z2_2024,59,59,128,128,J42_2024,NA,J1351_2024,NA,2,2,4,13,13,J42_Z2_2024,59,128,no_juv_juv,solo_event,0.97474595
Z2.1,01148B30F8,25/07/2024 06:53,25/07/2024 06:54,3444,Z2.1 2024-07-25 06:53:44.570 J5827,1092.008,J5827,2024,61.1109998226166s (~1.02 minutes),primary,Z,Z2,207,53:44.6,6,MBZGY,NA,NA,Z15,J2375,J1631,1,Z2_2024,J5833,25/07/2024 06:34,25/07/2024 06:35,25/07/2024 06:53,25/07/2024 06:54,Z2.1 2024-07-25 06:34:44.848 J5833,J5742,25/07/2024 06:55,25/07/2024 06:55,26.15600014,Z2.1 2024-07-25 06:55:11.835 J5742,not self,0,1,J5827_Z2,J5827_Z2_2024,0,0,3,157,J2375_Z2_2024,J1631_Z2_2024,61,55,146,152,J2375_2024,NA,J1631_2024,NA,2,2,4,1,1,J5833_Z2_2024,194,13,juv_juv,solo_event,1.261171299
Y1.1,01148A56DA,01/07/2024 17:00,01/07/2024 17:00,23615,Y1.1 2024-07-01 17:00:13.182 J5833,683.8540001,J5833,2024,6.48399972915649s,primary,Y,Y1,183,00:13.2,17,MBZGW,NA,NA,Z27,J1222,J899,1,Y1_2024,J4521,01/07/2024 16:47,01/07/2024 16:48,01/07/2024 17:00,01/07/2024 17:00,Y1.1 2024-07-01 16:47:47.233 J4521,J5833,01/07/2024 17:00,01/07/2024 17:00,25.30299997,Y1.1 2024-07-01 17:00:44.967 J5833,not self,0,1,J5833_Y1,J5833_Y1_2024,0,0,6,158,J1222_Y1_2024,J899_Y1_2024,NA,NA,NA,NA,J1222_2024,NA,J899_2024,NA,0,0,0,6,6,J4521_Y1_2024,170,13,no_juv_juv,solo_event,1.547596647
Z2.1,01148A56DA,12/07/2024 15:42,12/07/2024 15:42,8516,Z2.1 2024-07-12 15:42:01.217 J5833,141.701,J5833,2024,14.7490000724792s,primary,Z,Z2,194,42:01.2,15,MBZGW,NA,NA,Z27,J1222,J899,1,Z2_2024,J990,12/07/2024 15:39,12/07/2024 15:39,12/07/2024 15:42,12/07/2024 15:42,Z2.1 2024-07-12 15:39:39.516 J990,J5833,12/07/2024 15:42,12/07/2024 15:42,12.20799994,Z2.1 2024-07-12 15:42:28.174 J5833,not self,0,1,J5833_Z2,J5833_Z2_2024,0,0,124,158,J1222_Z2_2024,J899_Z2_2024,NA,NA,NA,NA,J1222_2024,NA,J899_2024,NA,0,0,0,10,10,J990_Z2_2024,55,139,no_juv_juv,solo_event,1.547596647
Y1.1,01148ADF34,25/06/2024 07:10,25/06/2024 07:10,20020,Y1.1 2024-06-25 07:10:14.108 J5860,207.796,J5860,2024,18.7360000610352s,primary,Y,Y1,177,10:14.1,7,MBZRW,NA,NA,Y27,J5045,J5012,1,Y1_2024,J4552,25/06/2024 07:06,25/06/2024 07:06,25/06/2024 07:10,25/06/2024 07:10,Y1.1 2024-06-25 07:06:29.177 J4552,J5860,25/06/2024 07:10,25/06/2024 07:11,10.59500003,Y1.1 2024-06-25 07:10:43.440 J5860,not self,0,1,J5860_Y1,J5860_Y1_2024,0,0,4,158,J5045_Y1_2024,J5012_Y1_2024,NA,17,NA,160,J5045_2024,NA,J5012_2024,NA,0,2,2,4,4,J4552_Y1_2024,164,13,no_juv_juv,solo_event,1.547596647
Y2.1,01148B516D,28/06/2024 07:16,28/06/2024 07:17,41185,Y2.1 2024-06-28 07:16:00.184 J5870,2488.658,J5870,2024,72.7300000190735s (~1.21 minutes),primary,Y,Y2,180,16:00.2,7,MBZOZG,NA,NA,Z24,J5938,J5986,1,Y2_2024,J2375,28/06/2024 06:32,28/06/2024 06:34,28/06/2024 07:16,28/06/2024 07:17,Y2.1 2024-06-28 06:32:59.572 J2375,J5938,28/06/2024 07:18,28/06/2024 07:21,61.34899998,Y2.1 2024-06-28 07:18:14.263 J5938,not self,0,1,J5870_Y2,J5870_Y2_2024,0,0,1,157,J5938_Y2_2024,J5986_Y2_2024,180,NA,0,NA,J5938_2024,NA,J5986_2024,NA,2,0,2,10,10,J2375_Y2_2024,172,8,no_juv_juv,solo_event,1.261171299
Z2.1,01148A58F5,26/07/2024 09:41,26/07/2024 09:41,3809,Z2.1 2024-07-26 09:41:08.000 J5874,379.747,J5874,2024,30.8220000267029s,primary,Z,Z2,208,41:08.0,9,MBZYZY,NA,NA,Z30,J1973,J3699,1,Z2_2024,J5742,26/07/2024 09:34,26/07/2024 09:34,26/07/2024 09:41,26/07/2024 09:41,Z2.1 2024-07-26 09:34:48.253 J5742,J6067,26/07/2024 09:42,26/07/2024 09:42,21.37800002,Z2.1 2024-07-26 09:42:00.200 J6067,not self,0,1,J5874_Z2,J5874_Z2_2024,0,0,7,157,J1973_Z2_2024,J3699_Z2_2024,133,NA,75,NA,J1973_2024,NA,J3699_2024,NA,2,0,2,1,1,J5742_Z2_2024,205,3,juv_juv,solo_event,1.261171299
Z2.1,01148ACA9D,05/07/2024 14:11,05/07/2024 14:11,2556,Z2.1 2024-07-05 14:11:44.750 J5895,0,J5895,2024,1.37400007247925s,primary,Z,Z2,187,11:44.8,14,MBZBZY,NA,NA,Z20,J664,J640,1,Z2_2024,J664,05/07/2024 14:11,05/07/2024 14:11,05/07/2024 14:11,05/07/2024 14:11,Z2.1 2024-07-05 14:11:13.947 J664,J664,05/07/2024 14:11,05/07/2024 14:11,0.243999958,Z2.1 2024-07-05 14:11:46.368 J664,not self,1,1,J5895_Z2,J5895_Z2_2024,1,2,3,157,J664_Z2_2024,J640_Z2_2024,141,192,46,-5,J664_2024,NA,J640_2024,NA,2,2,4,11,11,J664_Z2_2024,141,46,no_juv_juv,solo_event,1.261171299
Z2.1,3B0018BC5B,24/07/2024 16:24,24/07/2024 16:25,3293,Z2.1 2024-07-24 16:24:32.781 J5922,3050.526,J5922,2024,50.8959999084473s,primary,Z,Z2,206,24:32.8,16,MBZWO,NA,NA,Z32,J1916,J1093,1,Z2_2024,J5833,24/07/2024 15:33,24/07/2024 15:33,24/07/2024 16:24,24/07/2024 16:25,Z2.1 2024-07-24 15:33:42.255 J5833,J5922,24/07/2024 16:25,24/07/2024 16:25,16.08099985,Z2.1 2024-07-24 16:25:39.757 J5922,not self,0,1,J5922_Z2,J5922_Z2_2024,0,0,6,163,J1916_Z2_2024,J1093_Z2_2024,144,66,62,140,J1916_2024,NA,J1093_2024,NA,2,2,4,1,1,J5833_Z2_2024,194,12,juv_juv,solo_event,2.979723389
Z2.1,01148B4DA9,09/07/2024 13:23,09/07/2024 13:23,6158,Z2.1 2024-07-09 13:23:14.486 J5962,14.49599981,J5962,2024,14.53600025177s,primary,Z,Z2,191,23:14.5,13,MBZRR,NA,NA,NA,J1392,J1152,1,Z2_2024,J5963,09/07/2024 13:22,09/07/2024 13:22,09/07/2024 13:23,09/07/2024 13:23,Z2.1 2024-07-09 13:22:40.467 J5963,J5962,09/07/2024 13:27,09/07/2024 13:27,218.7179999,Z2.1 2024-07-09 13:27:07.742 J5962,not self,0,1,J5962_Z2,J5962_Z2_2024,0,0,2,156,J1392_Z2_2024,J1152_Z2_2024,136,NA,55,NA,J1392_2024,NA,J1152_2024,NA,2,0,2,1,1,J5963_Z2_2024,191,0,juv_juv,solo_event,0.97474595
Z2.1,01148A6B7B,09/07/2024 13:22,09/07/2024 13:22,6157,Z2.1 2024-07-09 13:22:40.467 J5963,35.625,J5963,2024,19.5230002403259s,primary,Z,Z2,191,22:40.5,13,MBZGR,NA,NA,NA,J1392,J1152,1,Z2_2024,J42,09/07/2024 13:21,09/07/2024 13:22,09/07/2024 13:22,09/07/2024 13:22,Z2.1 2024-07-09 13:21:16.812 J42,J5962,09/07/2024 13:23,09/07/2024 13:23,14.49599981,Z2.1 2024-07-09 13:23:14.486 J5962,not self,0,1,J5963_Z2,J5963_Z2_2024,0,0,1,156,J1392_Z2_2024,J1152_Z2_2024,136,NA,55,NA,J1392_2024,NA,J1152_2024,NA,2,0,2,13,13,J42_Z2_2024,59,132,no_juv_juv,solo_event,0.97474595
Z2.1,01148B129C,16/07/2024 15:20,16/07/2024 15:21,11966,Z2.1 2024-07-16 15:20:44.921 J5964,11715.697,J5964,2024,38.7350001335144s,primary,Z,Z2,198,20:44.9,15,MBZYR,NA,NA,NA,J1392,J1152,1,Z2_2024,J6069,16/07/2024 12:04,16/07/2024 12:05,16/07/2024 15:20,16/07/2024 15:21,Z2.1 2024-07-16 12:04:14.682 J6069,J5964,16/07/2024 15:22,16/07/2024 15:22,58.49900007,Z2.1 2024-07-16 15:22:22.156 J5964,not self,0,1,J5964_Z2,J5964_Z2_2024,0,0,6,156,J1392_Z2_2024,J1152_Z2_2024,136,NA,62,NA,J1392_2024,NA,J1152_2024,NA,2,0,2,1,1,J6069_Z2_2024,193,5,juv_juv,solo_event,0.97474595
Z6.1,01148B4DAB,14/07/2024 06:07,14/07/2024 06:07,113347,Z6.1 2024-07-14 06:07:00.154 J5967,49037.207,J5967,2024,0s,primary,Z,Z6,196,07:00.2,6,MBZOR,NA,NA,NA,J3507,BMWY?,1,Z6_2024,J5778,13/07/2024 16:29,13/07/2024 16:29,14/07/2024 06:07,14/07/2024 06:07,Z6.1 2024-07-13 16:29:28.229 J5778,J5132,16/07/2024 06:08,16/07/2024 06:08,172860.033,Z6.1 2024-07-16 06:08:00.187 J5132,not self,0,1,J5967_Z6,J5967_Z6_2024,0,0,1,156,J3507_Z6_2024,BMWY?_Z6_2024,NA,NA,NA,NA,J3507_2024,NA,BMWY?_2024,NA,0,0,0,1,1,J5778_Z6_2024,195,1,juv_juv,solo_event,0.97474595
Z2.1,01148A4CEB,13/07/2024 11:03,13/07/2024 11:03,9602,Z2.1 2024-07-13 11:03:05.440 J5975,34.51600003,J5975,2024,27.8880000114441s,primary,Z,Z2,195,03:05.4,11,MBZBB,NA,NA,NA,NA,NA,1,Z2_2024,J3702,13/07/2024 11:02,13/07/2024 11:02,13/07/2024 11:03,13/07/2024 11:03,Z2.1 2024-07-13 11:02:22.564 J3702,J3702,13/07/2024 11:06,13/07/2024 11:06,149.8049998,Z2.1 2024-07-13 11:06:03.132 J3702,not self,0,1,J5975_Z2,J5975_Z2_2024,0,0,6,157,NA_Z2_2024,NA_Z2_2024,NA,NA,NA,NA,NA_2024,NA,NA_2024,NA,0,0,0,5,5,J3702_Z2_2024,60,135,no_juv_juv,solo_event,1.261171299
